daily_time,utci,cdf,pmf,Year
0G_24,-40,0.9990746404165386,NA,1990
0G_24,-39,0.9987640256098604,3.1061480667815555e-4,1990
0G_24,-38,0.9983947977623726,3.6922784748782966e-4,1990
0G_24,-37,0.99794741194856,4.4738581381265075e-4,1990
0G_24,-36,0.9974204236941726,5.269882543873505e-4,1990
0G_24,-35,0.9967988126900384,6.216110041341594e-4,1990
0G_24,-34,0.9960922008899858,7.066118000526034e-4,1990
0G_24,-33,0.9953116445657892,7.805563241966018e-4,1990
0G_24,-32,0.9944172718835512,8.943726822380205e-4,1990
0G_24,-31,0.9934401426406924,9.771292428588652e-4,1990
0G_24,-30,0.9923687771916014,0.001071365449090922,1990
0G_24,-29,0.9911738617616312,0.0011949154299701892,1990
0G_24,-28,0.989869542510281,0.0013043192513502166,1990
0G_24,-27,0.988408790260903,0.0014607522493780278,1990
0G_24,-26,0.986856590551154,0.0015521997097489582,1990
0G_24,-25,0.9851734289890676,0.001683161562086477,1990
0G_24,-24,0.983349083212104,0.001824345776963554,1990
0G_24,-23,0.9813614384209336,0.0019876447911704176,1990
0G_24,-22,0.9792130965345928,0.002148341886340832,1990
0G_24,-21,0.9768510640767764,0.00236203245781641,1990
0G_24,-20,0.9742407195853088,0.0026103444914675755,1990
0G_24,-19,0.9714093169039726,0.0028314026813361926,1990
0G_24,-18,0.9682988538341596,0.0031104630698129965,1990
0G_24,-17,0.9648101590197196,0.00348869481444003,1990
0G_24,-16,0.96086572798447,0.0039444310352495515,1990
0G_24,-15,0.9563927015242348,0.004473026460235174,1990
0G_24,-14,0.9513425169494962,0.005050184574738603,1990
0G_24,-13,0.9457630084196192,0.005579508529876986,1990
0G_24,-12,0.93967045983647,0.0060925485831492265,1990
0G_24,-11,0.9331369394489296,0.0065335203875404035,1990
0G_24,-10,0.9262527089744728,0.006884230474456854,1990
0G_24,-9,0.9188357741056072,0.007416934868865521,1990
0G_24,-8,0.9108449653404967,0.007990808765110491,1990
0G_24,-7,0.9020950481467772,0.008749917193719536,1990
0G_24,-6,0.8926166921895297,0.009478355957247553,1990
0G_24,-5,0.882226592405416,0.010390099784113649,1990
0G_24,-4,0.8709846178155451,0.011241974589870862,1990
0G_24,-3,0.858782202785915,0.012202415029630154,1990
0G_24,-2,0.845576392116062,0.013205810669853046,1990
0G_24,-1,0.8315713653464302,0.014005026769631779,1990
0G_24,0,0.8167152655241793,0.01485609982225089,1990
0G_24,1,0.8009784832801605,0.015736782244018754,1990
0G_24,2,0.7844491195221588,0.016529363758001736,1990
0G_24,3,0.7670021445939167,0.0174469749282421,1990
0G_24,4,0.7488304206701064,0.01817172392381028,1990
0G_24,5,0.729904939807125,0.018925480862981403,1990
0G_24,6,0.7102735316516801,0.01963140815544495,1990
0G_24,7,0.690096850920892,0.020176680730788044,1990
0G_24,8,0.6691719372768121,0.02092491364407989,1990
0G_24,9,0.6473914417684614,0.021780495508350706,1990
0G_24,10,0.6250415930357843,0.02234984873267709,1990
0G_24,11,0.6019297762026455,0.023111816833138787,1990
0G_24,12,0.5779829187777495,0.023946857424895995,1990
0G_24,13,0.5533327610136747,0.024650157764074865,1990
0G_24,14,0.5282519075456713,0.025080853468003372,1990
0G_24,15,0.5029339209930859,0.025317986552585436,1990
0G_24,16,0.4769754994227728,0.025958421570313084,1990
0G_24,17,0.45055513143616127,0.026420367986611515,1990
0G_24,18,0.4237032466533083,0.026851884782852997,1990
0G_24,19,0.39677698247838405,0.02692626417492422,1990
0G_24,20,0.36969020489999777,0.02708677757838629,1990
0G_24,21,0.34251425649809064,0.027175948401907124,1990
0G_24,22,0.3150080427478408,0.027506213750249864,1990
0G_24,23,0.2874040737070721,0.027603969040768672,1990
0G_24,24,0.2592493052789995,0.02815476842807263,1990
0G_24,25,0.23026217091502296,0.028987134363976513,1990
0G_24,26,0.20088737799425796,0.029374792920765003,1990
0G_24,27,0.1722183785600195,0.02866899943423845,1990
0G_24,28,0.14605952455053606,0.02615885400948345,1990
0G_24,29,0.12331510490892102,0.02274441964161504,1990
0G_24,30,0.10391795340230506,0.01939715150661596,1990
0G_24,31,0.08705746026101421,0.016860493141290844,1990
0G_24,32,0.07200129087035216,0.015056169390662053,1990
0G_24,33,0.0581461131956325,0.013855177674719658,1990
0G_24,34,0.04561582581561733,0.012530287380015173,1990
0G_24,35,0.03446601779669701,0.01114980801892032,1990
0G_24,36,0.02481633774821007,0.009649680048486937,1990
0G_24,37,0.01677409124047571,0.008042246507734361,1990
0G_24,38,0.01047424922122666,0.00629984201924905,1990
0G_24,39,0.00587109796759378,0.00460315125363288,1990
0G_24,40,0.00293448656319927,0.00293661140439451,1990
0G_24,-40,0.999856892771824,NA,2020
0G_24,-39,0.9997979957928438,5.8896978980205184e-5,2020
0G_24,-38,0.9997154110202984,8.258477254541319e-5,2020
0G_24,-37,0.9996027843745212,1.1262664577715853e-4,2020
0G_24,-36,0.999444043849802,1.5874052471920308e-4,2020
0G_24,-35,0.9992512950150648,1.9274883473718862e-4,2020
0G_24,-34,0.999004036976317,2.472580387478107e-4,2020
0G_24,-33,0.9986974259210296,3.0661105528739796e-4,2020
0G_24,-32,0.9983123213867348,3.851045342948556e-4,2020
0G_24,-31,0.9978437061304296,4.6861525630514933e-4,2020
0G_24,-30,0.997295497612618,5.482085178115659e-4,2020
0G_24,-29,0.9966449550400108,6.505425726072156e-4,2020
0G_24,-28,0.9958788442431212,7.661107968895964e-4,2020
0G_24,-27,0.9949919097995376,8.869344435836757e-4,2020
0G_24,-26,0.9939682544470382,0.0010236553524993752,2020
0G_24,-25,0.9928205661409396,0.001147688306098571,2020
0G_24,-24,0.9915620851253064,0.001258481015633195,2020
0G_24,-23,0.9901629762750476,0.0013991088502588456,2020
0G_24,-22,0.9886212060231662,0.0015417702518814025,2020
0G_24,-21,0.9869191834191076,0.0017020226040586062,2020
0G_24,-20,0.9850182194526274,0.001900963966480207,2020
0G_24,-19,0.9829018288969776,0.0021163905556497165,2020
0G_24,-18,0.980524235728548,0.0023775931684296703,2020
0G_24,-17,0.9777998235341714,0.0027244121943765798,2020
0G_24,-16,0.9746509893672826,0.0031488341668888253,2020
0G_24,-15,0.9710347647285176,0.0036162246387649866,2020
0G_24,-14,0.9668679896056344,0.004166775122883215,2020
0G_24,-13,0.9620672971782562,0.004800692427378128,2020
0G_24,-12,0.95665431898946,0.005412978188796269,2020
0G_24,-11,0.9507189526442832,0.0059353663451767735,2020
0G_24,-10,0.944364159608332,0.006354793035951212,2020
0G_24,-9,0.937444091184263,0.006920068424069004,2020
0G_24,-8,0.9299311653496942,0.007512925834568751,2020
0G_24,-7,0.9217088032953048,0.00822236205438942,2020
0G_24,-6,0.9126061831259236,0.009102620169381237,2020
0G_24,-5,0.9027585660194732,0.009847617106450324,2020
0G_24,-4,0.8920157147740874,0.010742851245385876,2020
0G_24,-3,0.8805754192693718,0.011440295504715592,2020
0G_24,-2,0.8684177870775595,0.012157632191812318,2020
0G_24,-1,0.8554659513050503,0.012951835772509135,2020
0G_24,0,0.8416297497468328,0.01383620155821752,2020
0G_24,1,0.8267490540547326,0.014880695692100154,2020
0G_24,2,0.810844225472489,0.015904828582243624,2020
0G_24,3,0.7939081854807951,0.016936039991693908,2020
0G_24,4,0.7760815367045965,0.01782664877619866,2020
0G_24,5,0.7573246027028994,0.01875693400169709,2020
0G_24,6,0.7379359332678493,0.01938866943505002,2020
0G_24,7,0.7179104908049597,0.02002544246288962,2020
0G_24,8,0.6974482617957376,0.02046222900922212,2020
0G_24,9,0.6767034428072474,0.020744818988490232,2020
0G_24,10,0.6552964719176445,0.02140697088960286,2020
0G_24,11,0.6333518698763494,0.021944602041295114,2020
0G_24,12,0.610414986941528,0.022936882934821434,2020
0G_24,13,0.5864956191504886,0.023919367791039314,2020
0G_24,14,0.5615514042003699,0.02494421495011878,2020
0G_24,15,0.5358228801435067,0.02572852405686321,2020
0G_24,16,0.509539046156739,0.026283833986767702,2020
0G_24,17,0.4824129560975393,0.027126090059199637,2020
0G_24,18,0.45475747399376654,0.027655482103772777,2020
0G_24,19,0.4264546291563617,0.02830284483740486,2020
0G_24,20,0.3979645971571229,0.028490031999238774,2020
0G_24,21,0.3695290685167625,0.02843552864036042,2020
0G_24,22,0.3413764124604655,0.028152656056296965,2020
0G_24,23,0.31341062743516257,0.027965785025302947,2020
0G_24,24,0.2855068348363419,0.027903792598820643,2020
0G_24,25,0.25737402925457326,0.028132805581768672,2020
0G_24,26,0.2280731780514746,0.029300851203098666,2020
0G_24,27,0.1976540565842293,0.03041912146724529,2020
0G_24,28,0.1676818361254604,0.029972220458768906,2020
0G_24,29,0.14060613653213602,0.02707569959332437,2020
0G_24,30,0.11808487504972828,0.02252126148240774,2020
0G_24,31,0.09914311180513947,0.018941763244588808,2020
0G_24,32,0.08258449153117672,0.01655862027396275,2020
0G_24,33,0.06748218664058245,0.015102304890594276,2020
0G_24,34,0.05358417025942322,0.013898016381159228,2020
0G_24,35,0.04069182470857969,0.01289234555084353,2020
0G_24,36,0.02911410993605628,0.01157771477252341,2020
0G_24,37,0.01930756779509378,0.0098065421409625,2020
0G_24,38,0.01158867829337062,0.007718889501723161,2020
0G_24,39,0.00626169724684237,0.005326981046528249,2020
0G_24,40,0.00294101410807161,0.0033206831387707606,2020
1G_6t22,-40,0.9994214661168342,NA,1990
1G_6t22,-39,0.9992164269820684,2.050391347658831e-4,1990
1G_6t22,-38,0.998957217397564,2.592095845043163e-4,1990
1G_6t22,-37,0.9986355870119812,3.216303855828606e-4,1990
1G_6t22,-36,0.9982480748406202,3.8751217136101523e-4,1990
1G_6t22,-35,0.9978217433146568,4.2633152596338597e-4,1990
1G_6t22,-34,0.9973330156547736,4.887276598831702e-4,1990
1G_6t22,-33,0.9967746947632228,5.583208915508342e-4,1990
1G_6t22,-32,0.996131322224209,6.43372539013809e-4,1990
1G_6t22,-31,0.9954228861401816,7.084360840273751e-4,1990
1G_6t22,-30,0.994636663047482,7.862230926996006e-4,1990
1G_6t22,-29,0.9937412146898804,8.954483576015804e-4,1990
1G_6t22,-28,0.9927613279084432,9.798867814372336e-4,1990
1G_6t22,-27,0.9916564675364848,0.0011048603719583383,1990
1G_6t22,-26,0.9904843199754668,0.001172147561018022,1990
1G_6t22,-25,0.9891973915538548,0.0012869284216120436,1990
1G_6t22,-24,0.9878070435653392,0.0013903479885155612,1990
1G_6t22,-23,0.9862557605186226,0.0015512830467165895,1990
1G_6t22,-22,0.9845942905866356,0.001661469931987014,1990
1G_6t22,-21,0.9828038349632728,0.0017904556233627744,1990
1G_6t22,-20,0.9808462746910108,0.0019575602722620156,1990
1G_6t22,-19,0.9787187545324214,0.0021275201585894132,1990
1G_6t22,-18,0.9763412603690532,0.002377494163368188,1990
1G_6t22,-17,0.9736717767399156,0.002669483629137659,1990
1G_6t22,-16,0.9706664071820096,0.003005369557905979,1990
1G_6t22,-15,0.9672497114772134,0.003416695704796191,1990
1G_6t22,-14,0.9634368878345017,0.003812823642711738,1990
1G_6t22,-13,0.9592428434720004,0.004194044362501259,1990
1G_6t22,-12,0.9546296643689028,0.004613179103097553,1990
1G_6t22,-11,0.9496720708588192,0.004957593510083624,1990
1G_6t22,-10,0.9444706409011036,0.005201429957715664,1990
1G_6t22,-9,0.938795701002342,0.005674939898761555,1990
1G_6t22,-8,0.9326730170483752,0.006122683953966757,1990
1G_6t22,-7,0.925967366654295,0.00670565039408022,1990
1G_6t22,-6,0.9185650186275558,0.007402348026739225,1990
1G_6t22,-5,0.9103220497927104,0.008242968834845432,1990
1G_6t22,-4,0.9012200068693336,0.009102042923376796,1990
1G_6t22,-3,0.8912627119688031,0.009957294900530433,1990
1G_6t22,-2,0.8804418550569518,0.010820856911851306,1990
1G_6t22,-1,0.8688712005109274,0.011570654546024461,1990
1G_6t22,0,0.8564988999721054,0.01237230053882199,1990
1G_6t22,1,0.8432638425476485,0.013235057424456853,1990
1G_6t22,2,0.8291258345541986,0.014138007993449886,1990
1G_6t22,3,0.8139614833424045,0.015164351211794158,1990
1G_6t22,4,0.7979842592757326,0.015977224066671902,1990
1G_6t22,5,0.7813397746432579,0.0166444846324747,1990
1G_6t22,6,0.763861345272416,0.017478429370841875,1990
1G_6t22,7,0.745662050890343,0.018199294382073017,1990
1G_6t22,8,0.7266716850280664,0.018990365862276537,1990
1G_6t22,9,0.7068261397102686,0.019845545317797808,1990
1G_6t22,10,0.6863429239164557,0.02048321579381296,1990
1G_6t22,11,0.665119715897668,0.02122320801878763,1990
1G_6t22,12,0.6431394760895985,0.021980239808069513,1990
1G_6t22,13,0.6202990457126135,0.02284043037698502,1990
1G_6t22,14,0.5965609105843052,0.023738135128308357,1990
1G_6t22,15,0.572278678733308,0.024282231850997205,1990
1G_6t22,16,0.5470493757445675,0.025229302988740487,1990
1G_6t22,17,0.5212731679160065,0.025776207828560938,1990
1G_6t22,18,0.494777524476485,0.026495643439521543,1990
1G_6t22,19,0.46763959396179866,0.027137930514686326,1990
1G_6t22,20,0.4398881343224769,0.02775145963932174,1990
1G_6t22,21,0.41172202684395576,0.028166107478521163,1990
1G_6t22,22,0.3828001210008289,0.02892190584312687,1990
1G_6t22,23,0.3534319495061026,0.02936817149472626,1990
1G_6t22,24,0.32348891707956823,0.0299430324265344,1990
1G_6t22,25,0.2928368527867435,0.030652064292824743,1990
1G_6t22,26,0.2621263076331332,0.03071054515361027,1990
1G_6t22,27,0.23207287753143355,0.03005343010169967,1990
1G_6t22,28,0.20375528293334855,0.028317594598085,1990
1G_6t22,29,0.17728394423634297,0.026471338697005575,1990
1G_6t22,30,0.1524941272223631,0.024789817013979865,1990
1G_6t22,31,0.12926052350174794,0.02323360372061517,1990
1G_6t22,32,0.10754600107467,0.021714522427077942,1990
1G_6t22,33,0.08709276986683583,0.02045323120783417,1990
1G_6t22,34,0.06838953092392254,0.018703238942913286,1990
1G_6t22,35,0.05168633541866714,0.016703195505255397,1990
1G_6t22,36,0.03721619056264091,0.014470144856026233,1990
1G_6t22,37,0.02515604990492886,0.012060140657712048,1990
1G_6t22,38,0.01570871651486547,0.00944733339006339,1990
1G_6t22,39,0.00880620791218314,0.006902508602682331,1990
1G_6t22,40,0.0044017048734654,0.00440450303871774,1990
1G_6t22,-40,0.9998921846038278,NA,2020
1G_6t22,-39,0.9998497549976776,4.2429606150196086e-5,2020
1G_6t22,-38,0.9997920474012169,5.770759646073209e-5,2020
1G_6t22,-37,0.9997104945860196,8.15528151972833e-5,2020
1G_6t22,-36,0.999598786723318,1.1170786270153776e-4,2020
1G_6t22,-35,0.9994619235500284,1.3686317328964748e-4,2020
1G_6t22,-34,0.9992820175084508,1.7990604157758217e-4,2020
1G_6t22,-33,0.9990595763900442,2.224411184066355e-4,2020
1G_6t22,-32,0.998780036127892,2.795402621521559e-4,2020
1G_6t22,-31,0.9984497243087356,3.303118191564369e-4,2020
1G_6t22,-30,0.9980583311929552,3.913931157804029e-4,2020
1G_6t22,-29,0.9975840329686648,4.742982242903482e-4,2020
1G_6t22,-28,0.9970191213341248,5.649116345399774e-4,2020
1G_6t22,-27,0.9963906650176908,6.284563164340451e-4,2020
1G_6t22,-26,0.9956435976777964,7.470673398943806e-4,2020
1G_6t22,-25,0.9947904418925422,8.531557852542448e-4,2020
1G_6t22,-24,0.9938514588670274,9.389830255147613e-4,2020
1G_6t22,-23,0.992812945093931,0.0010385137730963834,2020
1G_6t22,-22,0.9916606460672992,0.0011522990266318311,2020
1G_6t22,-21,0.9903993453239952,0.0012613007433039947,2020
1G_6t22,-20,0.9889817764965488,0.0014175688274463694,2020
1G_6t22,-19,0.9874020975307296,0.0015796789658192312,2020
1G_6t22,-18,0.9856028621305716,0.001799235400158028,2020
1G_6t22,-17,0.9835804387996108,0.0020224233309608097,2020
1G_6t22,-16,0.9812489379200466,0.00233150087956413,2020
1G_6t22,-15,0.9785821661422665,0.002666771777780186,2020
1G_6t22,-14,0.9755441189171776,0.0030380472250888246,2020
1G_6t22,-13,0.972100063855548,0.0034440550616295917,2020
1G_6t22,-12,0.968249414157024,0.003850649698524,2020
1G_6t22,-11,0.9640061372233903,0.004243276933633688,2020
1G_6t22,-10,0.9593638658487365,0.004642271374653895,2020
1G_6t22,-9,0.9542467231399075,0.005117142708828903,2020
1G_6t22,-8,0.9487124646124124,0.005534258527495117,2020
1G_6t22,-7,0.942621467079478,0.006090997532934406,2020
1G_6t22,-6,0.935836980407443,0.006784486672035017,2020
1G_6t22,-5,0.9284463192471,0.007390661160343037,2020
1G_6t22,-4,0.9203310320965388,0.008115287150561201,2020
1G_6t22,-3,0.9115091849305924,0.008821847165946362,2020
1G_6t22,-2,0.9018793162614728,0.009629868669119634,2020
1G_6t22,-1,0.8914876051596882,0.010391711101784606,2020
1G_6t22,0,0.8802633838399633,0.011224221319724892,2020
1G_6t22,1,0.8680919518949082,0.0121714319450551,2020
1G_6t22,2,0.8550242982308685,0.013067653664039725,2020
1G_6t22,3,0.8409081742303055,0.014116124000562946,2020
1G_6t22,4,0.8258605964307252,0.015047577799580325,2020
1G_6t22,5,0.8097878635309598,0.016072732899765407,2020
1G_6t22,6,0.7928560272756909,0.01693183625526884,2020
1G_6t22,7,0.775034568910779,0.01782145836491189,2020
1G_6t22,8,0.7564680812091423,0.018566487701636714,2020
1G_6t22,9,0.7372103091680553,0.01925777204108703,2020
1G_6t22,10,0.7171034139567736,0.020106895211281728,2020
1G_6t22,11,0.6963088941977907,0.020794519758982832,2020
1G_6t22,12,0.6743802588891431,0.021928635308647637,2020
1G_6t22,13,0.6514771436056848,0.022903115283458342,2020
1G_6t22,14,0.6275574039844533,0.023919739621231506,2020
1G_6t22,15,0.6028746271006564,0.02468277688379683,2020
1G_6t22,16,0.5774579985037398,0.025416628596916624,2020
1G_6t22,17,0.5511789892395086,0.026279009264231212,2020
1G_6t22,18,0.5242373579605212,0.02694163127898741,2020
1G_6t22,19,0.4962561817733829,0.0279811761871383,2020
1G_6t22,20,0.467654542116785,0.0286016396565979,2020
1G_6t22,21,0.4388504866804731,0.02880405543631187,2020
1G_6t22,22,0.4097625097727955,0.029087976907677615,2020
1G_6t22,23,0.3805490926014653,0.02921341717133019,2020
1G_6t22,24,0.35098797309515284,0.02956111950631246,2020
1G_6t22,25,0.3212382906833235,0.029749682411829348,2020
1G_6t22,26,0.29085521536302106,0.030383075320302433,2020
1G_6t22,27,0.25990405453363796,0.030951160829383095,2020
1G_6t22,28,0.22927976201689895,0.03062429251673901,2020
1G_6t22,29,0.19994783474921923,0.02933192726767972,2020
1G_6t22,30,0.17262078111517018,0.027327053634049053,2020
1G_6t22,31,0.14714858493335192,0.025472196181818257,2020
1G_6t22,32,0.12343724167817322,0.023711343255178707,2020
1G_6t22,33,0.10111257603914124,0.022324665639031974,2020
1G_6t22,34,0.08034386631105206,0.020768709728089182,2020
1G_6t22,35,0.06102590535989473,0.01931796095115733,2020
1G_6t22,36,0.04366646895902192,0.017359436400872813,2020
1G_6t22,37,0.02895952830882414,0.014706940650197776,2020
1G_6t22,38,0.01738245303879102,0.01157707527003312,2020
1G_6t22,39,0.00939250517874524,0.007989947860045782,2020
1G_6t22,40,0.00441152116210742,0.0049809840166378195,2020
2G_apr2sep,-40,0.9999999557969188,NA,1990
2G_apr2sep,-39,0.9999999557969188,0,1990
2G_apr2sep,-38,0.999999911507272,4.428964683889092e-8,1990
2G_apr2sep,-37,0.9999998619109278,4.959634414269942e-8,1990
2G_apr2sep,-36,0.9999996737854084,1.8812551938474087e-7,1990
2G_apr2sep,-35,0.9999988461508228,8.276345856428335e-7,1990
2G_apr2sep,-34,0.9999972515023964,1.5946484264173222e-6,1990
2G_apr2sep,-33,0.9999951368107046,2.1146916917569314e-6,1990
2G_apr2sep,-32,0.999991987002374,3.149808330604742e-6,1990
2G_apr2sep,-31,0.9999865664105172,5.420591856819534e-6,1990
2G_apr2sep,-30,0.9999791524419304,7.413968586833519e-6,1990
